date,open,high,low,close,volume,n_bars,first_bar,last_bar,weekday,half_day,suspicious,move_pct
2010-07-27,1116.7500,1117.7500,1106.0000,1110.0000,1489083,390,09:30,15:59,Tuesday,False,False,-0.6044
2010-07-28,1108.0000,1111.5000,1099.2500,1103.0000,1291270,390,09:30,15:59,Wednesday,False,False,-0.4513
2010-07-29,1110.0000,1113.0000,1088.7500,1097.7500,1894759,390,09:30,15:59,Thursday,False,False,-1.1036
2010-07-30,1086.5000,1103.5000,1084.5000,1098.0000,1707386,390,09:30,15:59,Friday,False,False,1.0584
2010-08-02,1114.5000,1124.2500,1110.2500,1122.2500,1277755,390,09:30,15:59,Monday,False,False,0.6954
2010-08-03,1119.7500,1122.7500,1113.2500,1116.7500,1207174,390,09:30,15:59,Tuesday,False,False,-0.2679
2010-08-04,1120.2500,1126.0000,1116.2500,1124.5000,1246419,390,09:30,15:59,Wednesday,False,False,0.3794
2010-08-05,1117.2500,1124.0000,1115.5000,1123.2500,980175,390,09:30,15:59,Thursday,False,False,0.5370
2010-08-06,1112.2500,1120.5000,1103.7500,1118.5000,1666743,390,09:30,15:59,Friday,False,False,0.5619
2010-08-09,1123.7500,1126.7500,1118.0000,1124.5000,773361,390,09:30,15:59,Monday,False,False,0.0667
2010-08-10,1115.2500,1124.5000,1108.2500,1119.0000,1635476,390,09:30,15:59,Tuesday,False,False,0.3362
2010-08-11,1101.2500,1101.5000,1085.7500,1087.5000,2070668,390,09:30,15:59,Wednesday,False,False,-1.2486
2010-08-12,1071.2500,1084.7500,1070.5000,1081.2500,1550164,390,09:30,15:59,Thursday,False,False,0.9335
2010-08-13,1077.2500,1084.2500,1076.2500,1077.5000,1023047,390,09:30,15:59,Friday,False,False,0.0232
2010-08-16,1070.2500,1080.7500,1066.2500,1077.5000,1249653,390,09:30,15:59,Monday,False,False,0.6774
2010-08-17,1086.2500,1098.5000,1083.2500,1090.7500,1407722,390,09:30,15:59,Tuesday,False,False,0.4143
2010-08-18,1089.7500,1098.5000,1083.7500,1092.5000,1435452,390,09:30,15:59,Wednesday,False,False,0.2524
2010-08-19,1086.5000,1089.5000,1068.5000,1073.7500,1923731,390,09:30,15:59,Thursday,False,False,-1.1735
2010-08-20,1070.2500,1071.5000,1061.7500,1070.0000,1361138,390,09:30,15:59,Friday,False,False,-0.0234
2010-08-23,1074.7500,1080.2500,1065.0000,1065.7500,1265330,390,09:30,15:59,Monday,False,False,-0.8374
2010-08-24,1053.7500,1058.2500,1044.0000,1050.2500,1998785,390,09:30,15:59,Tuesday,False,False,-0.3321
2010-08-25,1044.0000,1057.7500,1037.0000,1053.7500,2014229,390,09:30,15:59,Wednesday,False,False,0.9339
2010-08-26,1058.7500,1060.2500,1043.0000,1046.5000,1571241,390,09:30,15:59,Thursday,False,False,-1.1570
2010-08-27,1053.2500,1064.2500,1037.2500,1063.2500,2065582,390,09:30,15:59,Friday,False,False,0.9494
2010-08-30,1060.2500,1063.5000,1047.2500,1047.7500,1127576,390,09:30,15:59,Monday,False,False,-1.1790
2010-08-31,1043.5000,1054.2500,1039.2500,1048.5000,2023222,390,09:30,15:59,Tuesday,False,False,0.4792
2010-09-01,1061.5000,1080.7500,1061.0000,1079.2500,1820562,390,09:30,15:59,Wednesday,False,False,1.6722
2010-09-02,1081.7500,1089.2500,1079.2500,1089.2500,1162267,390,09:30,15:59,Thursday,False,False,0.6933
2010-09-03,1099.7500,1104.5000,1093.7500,1103.7500,1397713,390,09:30,15:59,Friday,False,False,0.3637
2010-09-06,1106.0000,1106.5000,1104.0000,1104.5000,19206,120,09:30,11:29,Monday,True,False,-0.1356
2010-09-07,1098.0000,1099.5000,1089.7500,1091.2500,1194109,390,09:30,15:59,Tuesday,False,False,-0.6148
2010-09-08,1092.7500,1103.0000,1092.2500,1098.2500,1288200,390,09:30,15:59,Wednesday,False,False,0.5033
2010-09-09,1110.7500,1111.5000,1100.5000,1103.7500,717421,390,09:30,15:59,Thursday,False,False,-0.6302
2010-09-10,1105.7500,1110.5000,1103.0000,1109.7500,266659,390,09:30,15:59,Friday,False,False,0.3617
2010-09-13,1115.2500,1119.0000,1110.7500,1117.0000,1165175,390,09:30,15:59,Monday,False,False,0.1569
2010-09-14,1114.5000,1122.5000,1110.2500,1116.0000,1551442,390,09:30,15:59,Tuesday,False,False,0.1346
2010-09-15,1112.5000,1121.5000,1109.0000,1120.5000,1356316,390,09:30,15:59,Wednesday,False,False,0.7191
2010-09-16,1116.5000,1120.5000,1112.7500,1120.2500,1250098,390,09:30,15:59,Thursday,False,False,0.3359
2010-09-17,1125.7500,1126.7500,1117.0000,1120.2500,1328645,390,09:30,15:59,Friday,False,False,-0.4886
2010-09-20,1124.0000,1140.2500,1121.2500,1137.7500,1461188,390,09:30,15:59,Monday,False,False,1.2233
2010-09-21,1138.2500,1144.0000,1130.2500,1135.2500,1748233,390,09:30,15:59,Tuesday,False,False,-0.2636
2010-09-22,1133.5000,1139.7500,1126.5000,1130.0000,1581976,390,09:30,15:59,Wednesday,False,False,-0.3088
2010-09-23,1120.5000,1132.2500,1117.2500,1120.2500,1710439,390,09:30,15:59,Thursday,False,False,-0.0223
2010-09-24,1133.0000,1144.5000,1131.7500,1143.5000,1341694,390,09:30,15:59,Friday,False,False,0.9267
2010-09-27,1144.0000,1145.2500,1137.0000,1138.2500,1035820,390,09:30,15:59,Monday,False,False,-0.5026
2010-09-28,1139.7500,1146.0000,1127.2500,1142.7500,1901788,390,09:30,15:59,Tuesday,False,False,0.2632
2010-09-29,1139.5000,1144.5000,1135.5000,1139.5000,1485854,390,09:30,15:59,Wednesday,False,False,0.0000
2010-09-30,1145.7500,1153.5000,1131.2500,1136.5000,2295966,390,09:30,15:59,Thursday,False,False,-0.8073
2010-10-01,1145.0000,1146.5000,1134.5000,1141.2500,1670855,390,09:30,15:59,Friday,False,False,-0.3275
2010-10-04,1139.0000,1144.0000,1127.0000,1132.7500,1497771,390,09:30,15:59,Monday,False,False,-0.5487
2010-10-05,1143.2500,1158.7500,1142.0000,1156.0000,1768578,390,09:30,15:59,Tuesday,False,False,1.1152
2010-10-06,1155.5000,1158.7500,1151.0000,1155.5000,1309683,390,09:30,15:59,Wednesday,False,False,0.0000
2010-10-07,1160.2500,1160.7500,1147.2500,1154.0000,1573082,390,09:30,15:59,Thursday,False,False,-0.5387
2010-10-08,1156.0000,1164.0000,1151.5000,1160.7500,1364640,390,09:30,15:59,Friday,False,False,0.4109
2010-10-11,1162.7500,1165.0000,1157.7500,1162.0000,810614,390,09:30,15:59,Monday,False,False,-0.0645
2010-10-12,1158.2500,1169.0000,1151.7500,1165.7500,1509615,390,09:30,15:59,Tuesday,False,False,0.6475
2010-10-13,1172.0000,1181.0000,1169.2500,1174.2500,1723953,390,09:30,15:59,Wednesday,False,False,0.1920
2010-10-14,1173.5000,1175.5000,1162.5000,1170.5000,1803207,390,09:30,15:59,Thursday,False,False,-0.2556
2010-10-15,1178.2500,1179.0000,1163.0000,1172.5000,2028793,390,09:30,15:59,Friday,False,False,-0.4880
2010-10-18,1172.7500,1182.2500,1170.5000,1180.7500,1096814,390,09:30,15:59,Monday,False,False,0.6822
2010-10-19,1167.2500,1173.7500,1155.5000,1162.2500,2429110,390,09:30,15:59,Tuesday,False,False,-0.4284
2010-10-20,1164.7500,1180.0000,1164.0000,1174.2500,1851267,390,09:30,15:59,Wednesday,False,False,0.8156
2010-10-21,1179.2500,1186.2500,1167.2500,1176.5000,2000889,390,09:30,15:59,Thursday,False,False,-0.2332
2010-10-22,1178.2500,1180.7500,1175.5000,1179.2500,905178,390,09:30,15:59,Friday,False,False,0.0849
2010-10-25,1186.7500,1193.0000,1181.2500,1182.2500,1441523,390,09:30,15:59,Monday,False,False,-0.3792
2010-10-26,1176.5000,1183.7500,1174.0000,1182.2500,1367048,390,09:30,15:59,Tuesday,False,False,0.4887
2010-10-27,1174.2500,1180.5000,1167.7500,1178.7500,1791051,390,09:30,15:59,Wednesday,False,False,0.3832
2010-10-28,1185.7500,1186.5000,1173.5000,1179.7500,1635785,390,09:30,15:59,Thursday,False,False,-0.5060
2010-10-29,1178.2500,1182.5000,1175.7500,1180.2500,1360780,390,09:30,15:59,Friday,False,False,0.1697
2010-11-01,1186.2500,1192.7500,1173.7500,1181.0000,1662424,390,09:30,15:59,Monday,False,False,-0.4426
2010-11-02,1189.7500,1193.0000,1186.2500,1190.0000,1202173,390,09:30,15:59,Tuesday,False,False,0.0210
2010-11-03,1192.2500,1195.5000,1179.5000,1195.0000,2003325,390,09:30,15:59,Wednesday,False,False,0.2307
2010-11-04,1207.7500,1218.7500,1206.5000,1217.7500,1784753,390,09:30,15:59,Thursday,False,False,0.8280
2010-11-05,1218.5000,1224.5000,1217.0000,1222.5000,1539705,390,09:30,15:59,Friday,False,False,0.3283
2010-11-08,1218.7500,1222.0000,1214.7500,1220.5000,1191185,390,09:30,15:59,Monday,False,False,0.1436
2010-11-09,1223.2500,1224.7500,1206.2500,1211.2500,1928705,390,09:30,15:59,Tuesday,False,False,-0.9810
2010-11-10,1211.0000,1217.0000,1201.7500,1215.7500,2032817,390,09:30,15:59,Wednesday,False,False,0.3922
2010-11-11,1205.7500,1213.2500,1202.0000,1211.5000,1368956,390,09:30,15:59,Thursday,False,False,0.4769
2010-11-12,1203.2500,1208.7500,1191.5000,1197.0000,2128551,390,09:30,15:59,Friday,False,False,-0.5194
2010-11-15,1201.0000,1205.7500,1194.7500,1195.2500,1663403,390,09:30,15:59,Monday,False,False,-0.4788
2010-11-16,1188.0000,1190.0000,1171.0000,1176.2500,2602229,390,09:30,15:59,Tuesday,False,False,-0.9891
2010-11-17,1177.0000,1182.0000,1173.5000,1177.0000,1570345,390,09:30,15:59,Wednesday,False,False,0.0000
2010-11-18,1188.5000,1199.0000,1188.5000,1195.0000,1586298,390,09:30,15:59,Thursday,False,False,0.5469
2010-11-19,1194.0000,1198.7500,1187.5000,1198.0000,1250928,390,09:30,15:59,Friday,False,False,0.3350
2010-11-22,1192.0000,1197.5000,1182.5000,1196.5000,1757442,390,09:30,15:59,Monday,False,False,0.3775
2010-11-23,1182.7500,1185.0000,1174.7500,1179.0000,1920207,390,09:30,15:59,Tuesday,False,False,-0.3171
2010-11-24,1186.7500,1197.5000,1186.5000,1196.7500,1232487,390,09:30,15:59,Wednesday,False,False,0.8426
2010-11-25,1195.5000,1200.5000,1194.7500,1200.0000,29411,120,09:30,11:29,Thursday,True,False,0.3764
2010-11-26,1186.5000,1193.2500,1183.0000,1183.2500,512429,225,09:30,13:14,Friday,True,False,-0.2739
2010-11-29,1179.7500,1190.0000,1172.2500,1186.7500,1931226,390,09:30,15:59,Monday,False,False,0.5933
2010-11-30,1174.7500,1187.0000,1173.0000,1179.5000,2310356,390,09:30,15:59,Tuesday,False,False,0.4043
2010-12-01,1197.0000,1207.7500,1196.7500,1205.2500,1737524,390,09:30,15:59,Wednesday,False,False,0.6892
2010-12-02,1207.0000,1221.7500,1206.2500,1220.5000,1473603,390,09:30,15:59,Thursday,False,False,1.1185
2010-12-03,1216.5000,1225.5000,1216.2500,1223.7500,1234344,390,09:30,15:59,Friday,False,False,0.5960
2010-12-06,1221.2500,1225.5000,1220.0000,1222.2500,993606,390,09:30,15:59,Monday,False,False,0.0819
2010-12-07,1234.5000,1235.0000,1222.5000,1223.0000,1912644,390,09:30,15:59,Tuesday,False,False,-0.9316
2010-12-08,1224.7500,1228.7500,1219.0000,1227.5000,1473383,390,09:30,15:59,Wednesday,False,False,0.2245
2010-12-09,1234.5000,1235.2500,1226.5000,1232.7500,646415,390,09:30,15:59,Thursday,False,False,-0.1418
2010-12-10,1236.2500,1241.0000,1232.2500,1239.7500,291810,390,09:30,15:59,Friday,False,False,0.2831
2010-12-13,1240.5000,1242.0000,1235.2500,1235.5000,1170670,390,09:30,15:59,Monday,False,False,-0.4031
2010-12-14,1237.5000,1242.2500,1232.7500,1236.2500,1231125,390,09:30,15:59,Tuesday,False,False,-0.1010
2010-12-15,1234.2500,1239.5000,1228.7500,1231.0000,1469432,390,09:30,15:59,Wednesday,False,False,-0.2633
2010-12-16,1232.0000,1239.2500,1227.5000,1238.0000,1188177,390,09:30,15:59,Thursday,False,False,0.4870
2010-12-17,1237.5000,1241.0000,1234.5000,1239.7500,1000112,390,09:30,15:59,Friday,False,False,0.1818
2010-12-20,1243.0000,1245.7500,1236.2500,1242.2500,923169,390,09:30,15:59,Monday,False,False,-0.0603
2010-12-21,1246.2500,1251.2500,1245.2500,1249.7500,742231,390,09:30,15:59,Tuesday,False,False,0.2808
2010-12-22,1251.5000,1254.7500,1250.5000,1254.2500,499795,390,09:30,15:59,Wednesday,False,False,0.2197
2010-12-23,1252.7500,1254.2500,1249.2500,1252.2500,448348,390,09:30,15:59,Thursday,False,False,-0.0399
2010-12-27,1247.5000,1254.2500,1247.0000,1253.0000,440495,390,09:30,15:59,Monday,False,False,0.4409
2010-12-28,1255.2500,1256.0000,1251.5000,1254.5000,454444,390,09:30,15:59,Tuesday,False,False,-0.0597
2010-12-29,1256.2500,1258.5000,1255.5000,1255.7500,465846,390,09:30,15:59,Wednesday,False,False,-0.0398
2010-12-30,1254.5000,1257.0000,1251.5000,1254.0000,558346,390,09:30,15:59,Thursday,False,False,-0.0399
2010-12-31,1251.2500,1255.0000,1249.5000,1254.2500,487800,390,09:30,15:59,Friday,False,False,0.2398
2011-01-03,1263.2500,1272.5000,1262.7500,1266.7500,1283579,390,09:30,15:59,Monday,False,False,0.2771
2011-01-04,1269.7500,1270.0000,1258.2500,1265.5000,1496725,390,09:30,15:59,Tuesday,False,False,-0.3347
2011-01-05,1262.0000,1273.7500,1260.7500,1272.7500,1360929,390,09:30,15:59,Wednesday,False,False,0.8518
2011-01-06,1273.0000,1274.5000,1266.2500,1270.2500,1310681,390,09:30,15:59,Thursday,False,False,-0.2160
2011-01-07,1272.0000,1274.0000,1257.7500,1267.5000,1695869,390,09:30,15:59,Friday,False,False,-0.3538
2011-01-10,1262.2500,1268.0000,1258.0000,1266.2500,1590400,390,09:30,15:59,Monday,False,False,0.3169
2011-01-11,1270.5000,1273.7500,1265.5000,1270.7500,1349081,390,09:30,15:59,Tuesday,False,False,0.0197
2011-01-12,1278.5000,1283.5000,1276.0000,1282.2500,1234914,390,09:30,15:59,Wednesday,False,False,0.2933
2011-01-13,1282.5000,1283.0000,1276.2500,1280.0000,1347209,390,09:30,15:59,Thursday,False,False,-0.1949
2011-01-14,1278.0000,1289.5000,1277.0000,1289.0000,1244702,390,09:30,15:59,Friday,False,False,0.8607
2011-01-17,1284.2500,1285.7500,1283.5000,1285.2500,36160,120,09:30,11:29,Monday,True,False,0.0779
2011-01-18,1287.7500,1292.5000,1286.5000,1291.7500,1154293,390,09:30,15:59,Tuesday,False,False,0.3106
2011-01-19,1290.2500,1291.2500,1275.0000,1278.7500,1936681,390,09:30,15:59,Wednesday,False,False,-0.8913
2011-01-20,1275.7500,1280.2500,1267.5000,1277.2500,2035973,390,09:30,15:59,Thursday,False,False,0.1176
2011-01-21,1285.0000,1288.0000,1278.5000,1280.2500,1533130,390,09:30,15:59,Friday,False,False,-0.3696
2011-01-24,1279.0000,1288.7500,1278.7500,1287.5000,1351658,390,09:30,15:59,Monday,False,False,0.6646
2011-01-25,1283.5000,1288.5000,1277.0000,1287.5000,2027809,390,09:30,15:59,Tuesday,False,False,0.3116
2011-01-26,1290.7500,1296.7500,1288.2500,1293.0000,1335391,390,09:30,15:59,Wednesday,False,False,0.1743
2011-01-27,1293.2500,1298.2500,1290.7500,1296.2500,1171057,390,09:30,15:59,Thursday,False,False,0.2320
2011-01-28,1297.5000,1299.5000,1271.0000,1273.0000,2841563,390,09:30,15:59,Friday,False,False,-1.8882
2011-01-31,1276.5000,1283.7500,1273.2500,1282.7500,1827541,390,09:30,15:59,Monday,False,False,0.4896
2011-02-01,1290.5000,1306.0000,1289.7500,1303.5000,1742447,390,09:30,15:59,Tuesday,False,False,1.0074
2011-02-02,1300.0000,1304.2500,1299.2500,1300.5000,1053100,390,09:30,15:59,Wednesday,False,False,0.0385
2011-02-03,1298.5000,1305.7500,1291.5000,1303.7500,1559050,390,09:30,15:59,Thursday,False,False,0.4043
2011-02-04,1304.2500,1308.0000,1298.0000,1307.2500,1207786,390,09:30,15:59,Friday,False,False,0.2300
2011-02-07,1310.5000,1320.0000,1310.0000,1315.5000,1234509,390,09:30,15:59,Monday,False,False,0.3815
2011-02-08,1317.0000,1322.2500,1313.0000,1321.5000,1166253,390,09:30,15:59,Tuesday,False,False,0.3417
2011-02-09,1317.7500,1322.0000,1311.7500,1318.7500,1523870,390,09:30,15:59,Wednesday,False,False,0.0759
2011-02-10,1311.5000,1320.5000,1308.5000,1319.2500,1652848,390,09:30,15:59,Thursday,False,False,0.5909
2011-02-11,1313.7500,1328.7500,1313.2500,1327.0000,1546045,390,09:30,15:59,Friday,False,False,1.0086
2011-02-14,1326.0000,1331.2500,1324.5000,1329.7500,915631,390,09:30,15:59,Monday,False,False,0.2828
2011-02-15,1325.7500,1328.0000,1322.2500,1326.0000,1139345,390,09:30,15:59,Tuesday,False,False,0.0189
2011-02-16,1330.2500,1336.0000,1327.5000,1333.7500,1505409,390,09:30,15:59,Wednesday,False,False,0.2631
2011-02-17,1330.2500,1340.0000,1329.0000,1338.2500,1375391,390,09:30,15:59,Thursday,False,False,0.6014
2011-02-18,1339.5000,1342.7500,1336.2500,1341.5000,1230311,390,09:30,15:59,Friday,False,False,0.1493
2011-02-21,1338.5000,1339.0000,1329.0000,1330.0000,115298,120,09:30,11:29,Monday,True,False,-0.6350
2011-02-22,1326.5000,1334.5000,1310.2500,1314.0000,2434596,390,09:30,15:59,Tuesday,False,False,-0.9423
2011-02-23,1313.2500,1316.5000,1297.5000,1306.2500,2617061,390,09:30,15:59,Wednesday,False,False,-0.5330
2011-02-24,1304.5000,1310.0000,1292.5000,1305.0000,2224499,390,09:30,15:59,Thursday,False,False,0.0383
2011-02-25,1310.5000,1320.0000,1309.7500,1319.0000,1394165,390,09:30,15:59,Friday,False,False,0.6486
2011-02-28,1323.7500,1329.0000,1319.2500,1327.2500,1382948,390,09:30,15:59,Monday,False,False,0.2644
2011-03-01,1331.5000,1332.5000,1304.5000,1304.7500,2577896,390,09:30,15:59,Tuesday,False,False,-2.0090
2011-03-02,1303.0000,1313.7500,1301.5000,1307.7500,2130790,390,09:30,15:59,Wednesday,False,False,0.3645
2011-03-03,1319.5000,1332.0000,1319.2500,1330.2500,1822744,390,09:30,15:59,Thursday,False,False,0.8147
2011-03-04,1329.5000,1330.5000,1311.2500,1320.2500,2397376,390,09:30,15:59,Friday,False,False,-0.6958
2011-03-07,1324.2500,1327.2500,1302.7500,1309.7500,2199482,390,09:30,15:59,Monday,False,False,-1.0950
2011-03-08,1311.7500,1325.7500,1306.0000,1321.2500,1666015,390,09:30,15:59,Tuesday,False,False,0.7242
2011-03-09,1318.5000,1323.5000,1311.5000,1319.2500,1599054,390,09:30,15:59,Wednesday,False,False,0.0569
2011-03-10,1305.5000,1305.7500,1293.2500,1294.7500,1545008,390,09:30,15:59,Thursday,False,False,-0.8234
2011-03-11,1290.5000,1308.7500,1290.2500,1303.7500,428473,390,09:30,15:59,Friday,False,False,1.0267
2011-03-14,1290.5000,1295.2500,1281.0000,1291.5000,1914192,390,09:30,15:59,Monday,False,False,0.0775
2011-03-15,1256.2500,1283.7500,1255.2500,1276.7500,2439206,390,09:30,15:59,Tuesday,False,False,1.6318
2011-03-16,1272.0000,1276.2500,1243.2500,1252.5000,3445518,390,09:30,15:59,Wednesday,False,False,-1.5330
2011-03-17,1270.5000,1274.5000,1261.5000,1268.5000,1851131,390,09:30,15:59,Thursday,False,False,-0.1574
2011-03-18,1284.5000,1285.0000,1270.7500,1273.7500,1609173,390,09:30,15:59,Friday,False,False,-0.8369
2011-03-21,1289.5000,1296.2500,1287.7500,1293.0000,1090418,390,09:30,15:59,Monday,False,False,0.2714
2011-03-22,1293.0000,1294.7500,1287.5000,1289.0000,1169089,390,09:30,15:59,Tuesday,False,False,-0.3094
2011-03-23,1285.0000,1296.0000,1279.0000,1292.5000,1568253,390,09:30,15:59,Wednesday,False,False,0.5837
2011-03-24,1299.7500,1306.7500,1292.5000,1304.7500,1411395,390,09:30,15:59,Thursday,False,False,0.3847
2011-03-25,1308.0000,1314.5000,1305.2500,1308.2500,1328059,390,09:30,15:59,Friday,False,False,0.0191
2011-03-28,1311.5000,1315.2500,1305.2500,1305.5000,977850,390,09:30,15:59,Monday,False,False,-0.4575
2011-03-29,1304.5000,1315.0000,1300.2500,1314.2500,1188573,390,09:30,15:59,Tuesday,False,False,0.7474
2011-03-30,1321.2500,1327.7500,1319.5000,1323.5000,1053901,390,09:30,15:59,Wednesday,False,False,0.1703
2011-03-31,1321.7500,1325.7500,1320.5000,1321.7500,1159995,390,09:30,15:59,Thursday,False,False,0.0000
2011-04-01,1330.0000,1333.7500,1324.2500,1327.2500,1258251,390,09:30,15:59,Friday,False,False,-0.2068
2011-04-04,1330.2500,1332.7500,1324.7500,1328.5000,1020082,390,09:30,15:59,Monday,False,False,-0.1316
2011-04-05,1325.7500,1334.2500,1325.2500,1327.7500,1245983,390,09:30,15:59,Tuesday,False,False,0.1509
2011-04-06,1334.5000,1335.7500,1326.7500,1332.0000,1314188,390,09:30,15:59,Wednesday,False,False,-0.1873
2011-04-07,1329.7500,1335.2500,1322.2500,1329.0000,1868167,390,09:30,15:59,Thursday,False,False,-0.0564
2011-04-08,1334.7500,1335.7500,1318.7500,1323.7500,1560549,390,09:30,15:59,Friday,False,False,-0.8241
2011-04-11,1325.7500,1330.2500,1317.0000,1320.0000,1258851,390,09:30,15:59,Monday,False,False,-0.4337
2011-04-12,1313.0000,1315.5000,1305.2500,1310.2500,1679551,390,09:30,15:59,Tuesday,False,False,-0.2094
2011-04-13,1316.5000,1317.5000,1305.0000,1310.0000,1547200,390,09:30,15:59,Wednesday,False,False,-0.4937
2011-04-14,1302.7500,1313.2500,1298.2500,1311.2500,1592807,390,09:30,15:59,Thursday,False,False,0.6525
2011-04-15,1313.5000,1319.2500,1309.5000,1316.2500,1192134,390,09:30,15:59,Friday,False,False,0.2094
2011-04-18,1301.2500,1303.7500,1290.2500,1301.0000,1708481,390,09:30,15:59,Monday,False,False,-0.0192
2011-04-19,1303.2500,1309.0000,1299.7500,1308.2500,1183768,390,09:30,15:59,Tuesday,False,False,0.3837
2011-04-20,1324.2500,1329.5000,1323.2500,1327.0000,1355792,390,09:30,15:59,Wednesday,False,False,0.2077
2011-04-21,1333.2500,1334.0000,1328.7500,1333.0000,880091,390,09:30,15:59,Thursday,False,False,-0.0188
2011-04-25,1332.0000,1334.0000,1327.2500,1331.5000,479226,390,09:30,15:59,Monday,False,False,-0.0375
2011-04-26,1336.0000,1346.2500,1334.5000,1343.5000,1104030,390,09:30,15:59,Tuesday,False,False,0.5614
2011-04-27,1346.2500,1354.2500,1340.2500,1351.7500,1143907,390,09:30,15:59,Wednesday,False,False,0.4085
2011-04-28,1350.0000,1358.5000,1349.5000,1356.5000,1375520,390,09:30,15:59,Thursday,False,False,0.4815
2011-04-29,1357.0000,1361.0000,1355.2500,1360.0000,977629,390,09:30,15:59,Friday,False,False,0.2211
2011-05-02,1365.7500,1367.2500,1354.7500,1357.5000,1394757,390,09:30,15:59,Monday,False,False,-0.6041
